REGION V,07DCC1413R,CUAUHTEMOC,078,SAN CRISTOBAL DE LAS CASAS,0001,SAN CRISTOBAL DE LAS CASAS,BARRIO SANTA CRUZ (BARRIO ALMOLONGA),0,001,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1414Q,PEDRO MORENO,023,CHAMULA,0138,TENTIC,TENTIC,0,044,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1415P,JOSEFA ORTIZ DE DOMINGUEZ,026,CHENALHO,0075,BAJOVELTIC,BAJOVELTIC,0,016,16,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1416O,VICENTE SUAREZ,049,LARRAINZAR,0021,JOLNACHOJ,JOLNACHOJ,0,210,02,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VII,07DCC1417N,LEONA VICARIO,072,PUEBLO NUEVO SOLISTAHUACAN,0054,RINCON CHAMULA,RINCON SAN JOSE,0,010,02,007,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1418M,PASCUAL ORTIZ RUBIO,052,LAS MARGARITAS,0038,FRANCISCO I. MADERO,FRANCISCO INDALECIO MADERO,0,511,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1419L,LEONA VICARIO,057,MOTOZINTLA,0488,NUEVO PARAISO,NUEVO PARAISO,0,605,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1420A,JAIME NUNO,057,MOTOZINTLA,0233,EL ANONAL,EL ANONAL,0,605,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VII,07DCC1422Z,JUANA DE ASBAJE,014,EL BOSQUE,0061,LA TRINIDAD,LA TRINIDAD,0,202,02,007,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VII,07DCC1423Y,GUSTAVO DIAZ ORDAZ,081,SIMOJOVEL,0268,BENITO JUAREZ,BENITO JUAREZ  CONCEPCION,0,209,15,007,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VII,07DCC1424X,NARCISO MENDOZA,081,SIMOJOVEL,0270,JUAN SABINES,JUAN SABINES GUTIERREZ,0,212,15,007,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION II,07DCC1425W,LAZARO CARDENAS DEL RIO,046,JIQUIPILAS,0809,SUBTENIENTE PEDRO SANCHEZ,PEDRO SANCHEZ,0,805,08,000,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VI,07DCC1427U,VENUSTIANO CARRANZA,108,VILLAFLORES,0304,ESPINAL BUENAVISTA,ESPINAL BUENAVISTA,0,801,08,012,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VIII,07DCC1428T,FRANCISCO MARQUEZ,005,AMATAN,0170,NUEVO TERAN,NUEVO TERAN,0,404,04,003,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VIII,07DCC1429S,LEONA VICARIO,005,AMATAN,0041,GUADALUPE VICTORIA,GUADALUPE VICTORIA,0,404,04,003,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1430H,ROSARIO CASTELLANOS FIGUEROA,115,MARAVILLA TENEJAPA,0009,LA DEMOCRACIA,LA DEMOCRACIA,0,506,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1431G,MARIANO ABASOLO,052,LAS MARGARITAS,0380,LA LIBERTAD,LA LIBERTAD,0,505,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1432F,AGUSTIN LARA,052,LAS MARGARITAS,0100,RIO COROZAL,RIO COROZAL (EL COROZO),0,505,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1433E,JUAN DE DIOS PEZA,115,MARAVILLA TENEJAPA,0035,PLAN SANTO DOMINGO,PLAN SANTO DOMINGO,0,504,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1434D,CUITLAHUAC,115,MARAVILLA TENEJAPA,0021,LAS NUBES,LAS NUBES,0,504,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1435C,FRANCISCO GONZALEZ BOCANEGRA,052,LAS MARGARITAS,0286,FRANCISCO VILLA,FRANCISCO VILLA,0,504,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1436B,RICARDO CASTRO,115,MARAVILLA TENEJAPA,0020,NI„OS HEROES,NI„OS HEROES,0,504,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1437A,BANDERA DE MEXICO,052,LAS MARGARITAS,0081,OJO DE AGUA (ANEXO NUEVO SAN JUAN CHAMULA),OJO DE AGUA (ANEXO NUEVO SAN JUAN CHAMULA),0,510,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1438Z,EL ESCUDO NACIONAL,059,OCOSINGO,1444,GUADALUPE VICTORIA,GUADALUPE VICTORIA,0,718,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1439Z,FRANCISCO ZARCO,064,OXCHUC,0032,EL TZAY,EL TZAY,0,702,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1440O,ISAAC NEWTON,059,OCOSINGO,0381,SAN JUAN DEL RIO,SAN JUAN DEL RIO,0,704,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1441N,FERNANDO MONTES DE OCA,112,SAN JUAN CANCUC,0020,SAN JOSE CHACTE,SAN JOSE CHACTE,0,704,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1442M,TENOCH,059,OCOSINGO,2043,SANTA ROSA (OJO DE AGUA),SANTA ROSA (OJO DE AGUA),0,705,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1443L,JOSE JOAQUIN FERNANDEZ DE LIZARDI,004,ALTAMIRANO,0172,EMILIANO ZAPATA,EMILIANO ZAPATA,0,716,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1445J,VICTORIANO HUERTA,094,TEOPISCA,0028,TZAJALA,TZAJALA,0,001,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION IV,07DCC1446I,CRISTOBAL COLON,106,VENUSTIANO CARRANZA,0004,AGUACATENANGO,BARRIO SANTA MARIA,0,064,13,000,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION IV,07DCC1447H,JESUS FLORES MAGON,106,VENUSTIANO CARRANZA,0004,AGUACATENANGO,BARRIO LA HUERTA,0,064,13,000,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1448G,MIGUEL HIDALGO Y COSTILLA,094,TEOPISCA,0079,DAMASCO,DAMASCO,0,064,13,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1449F,AQUILES SERDAN,094,TEOPISCA,0091,JARDIN DEL NUEVO EDEN,JARDIN DEL NUEVO EDEN,0,064,13,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1450V,IGNACIO MANUEL ALTAMIRANO,007,AMATENANGO DEL VALLE,0066,SAN CARALAMPIO CHAVIN,SAN CARALAMPIO CHAVIN,0,064,13,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1451U,AQUILES SERDAN,057,MOTOZINTLA,0299,TOQUIAN CUAUHTEMOC,TOQUIAN CUAUHTEMOC,0,605,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1452T,JUSTO SIERRA MENDEZ,057,MOTOZINTLA,0435,NUEVO HORIZONTE,NUEVO HORIZONTE,0,605,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1455Q,GABRIELA MISTRAL,006,AMATENANGO DE LA FRONTERA,0064,GRANADILLAL,GRANADILLAL,0,607,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1456P,QUETZALCOATL,096,TILA,0055,PETALCINGO,PETALCINGO,0,107,01,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION IV,07DCC1457O,JUAN ESCUTIA,106,VENUSTIANO CARRANZA,0594,LOS CERRITOS (RAICES),LOS CERRITOS (RAICES),0,352,13,000,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1458N,FRANCISCO MARQUEZ,116,MARQUES DE COMILLAS,0023,TIERRA Y LIBERTAD,TIERRA Y LIBERTAD,0,258,12,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1460B,FEDERICO FROEBEL,078,SAN CRISTOBAL DE LAS CASAS,0001,SAN CRISTOBAL DE LAS CASAS,COLONIA PRIMERO DE ENERO DE 1994,0,001,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1461A,JUAN DE LA BARRERA,078,SAN CRISTOBAL DE LAS CASAS,0001,SAN CRISTOBAL DE LAS CASAS,COLONIA NUEVA MARAVILLA,0,001,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1462Z,NICOLAS BRAVO,026,CHENALHO,0033,NATIVIDAD,NATIVIDAD,0,010,16,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1463Z,FRANCISCO VILLA,066,PANTELHO,0080,SAN FERNANDO,SAN FERNANDO,0,012,16,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1464Y,JOSEFA ORTIZ DE DOMINGUEZ,066,PANTELHO,0181,EL PORVENIR CACATEAL,EL PORVENIR CACATEAL,0,012,16,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1465X,LEONA VICARIO,038,HUIXTAN,0024,SAN ANTONIO BALASHILNA,SAN ANTONIO BALASHILNA,0,015,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1466W,CUAUHTEMOC,038,HUIXTAN,0067,CHEMPIL,CHEMPIL,0,015,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1467V,MANUEL AVILA CAMACHO,056,MITONTIC,0009,TITALTETIC,TITALTETIC,0,003,16,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1468U,MIGUEL HIDALGO Y COSTILLA,056,MITONTIC,0008,PULUMSIBAC,PULUMSIBAC,0,003,16,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1470I,MANUEL ACU„A,031,CHILON,0469,CHATETIC,CHATETIC,0,088,17,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1472G,LEONA VICARIO,070,EL PORVENIR,0049,NUEVA ESPERANZA,NUEVA ESPERANZA,0,601,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION X,07DCC1473F,ROSARIO CASTELLANOS FIGUEROA,105,UNION JUAREZ,0008,EL DESENLACE,EL DESENLACE,0,069,14,005,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1475D,TIZOC,059,OCOSINGO,2838,SLUM CHULTATIC,SLUM CH'ULTATIK,0,705,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1477B,PLUTARCO ELIAS CALLES,052,LAS MARGARITAS,0150,SANTA ANA LAS FLORES,SANTA ANA LAS FLORES,0,505,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1478A,IGNACIO ALDAMA,052,LAS MARGARITAS,0231,LUCHA CAMPESINA,LUCHA CAMPESINA,0,503,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1479Z,ANGELA PERALTA,052,LAS MARGARITAS,0604,MONTE SINAI,MONTE SINAI (ABSALON CASTELLANOS DOMINGUEZ),0,503,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION III,07DCC1480P,JUAN DE LA BARRERA,033,FRANCISCO LEON,0032,SAN ANTONIO MASPAC,SAN ANTONIO MASPAC,0,014,03,003,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1481O,CUITLAHUAC,031,CHILON,0009,BACHAJON,SAN SEBASTIAN BACHAJON,0,101,01,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1483M,BELISARIO DOMINGUEZ PALENCIA,031,CHILON,0518,SAN JUAN BAWITZ,SAN JUAN BAWITZ,0,109,01,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1484L,GENERAL ALVARO OBREGON,065,PALENQUE,1032,EBEN EZER,EBEN EZER,0,106,01,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1485K,LEONA VICARIO,100,TUMBALA,0001,TUMBALA,BARRIO SANTA BARBARA,0,155,11,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1486J,JOSE MARTI,100,TUMBALA,0001,TUMBALA,BARRIO SAN CRISTOBAL,0,155,11,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1487I,FERNANDO MONTES DE OCA,031,CHILON,0504,XEXAL,XEXAL,0,101,01,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1489G,PLUTARCO ELIAS CALLES,059,OCOSINGO,0418,NUEVA PALESTINA,NUEVA PALESTINA,0,251,12,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1490W,RAMON LOPEZ VELARDE,059,OCOSINGO,0431,FRONTERA COROZAL,FRONTERA COROZAL,0,032,17,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1491V,SOR JUANA INES DE LA CRUZ,059,OCOSINGO,0605,NUEVO FRANCISCO LEON,NUEVO FRANCISCO LEON,0,259,12,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1492U,NI„O ARTILLERO,059,OCOSINGO,0595,LACANJA CHANSAYAB,LACANJA CHANSAYAB,0,251,12,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1493T,GABRIEL GARCIA MARQUEZ,059,OCOSINGO,1730,ISRAEL,PETULTON,0,708,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1494S,FERNANDO MONTES DE OCA,022,CHALCHIHUITAN,0042,CRUZTON,CRUZTON,0,019,16,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1495R,JOSE MARIA PINO SUAREZ,093,TENEJAPA,0065,MERCEDES,MERCEDES,0,005,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VII,07DCC1496Q,FRANCISCO VILLA,081,SIMOJOVEL,0363,NUEVO ISRAELITA,NUEVO ISRAELITA,0,009,16,007,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1497P,VICENTE SUAREZ,038,HUIXTAN,0010,ESHPUILHO,ESHPUILHO,0,008,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1498O,MIGUEL HIDALGO Y COSTILLA,023,CHAMULA,0115,CH'ULTIC,CHULTIC,0,044,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1499N,VICENTE RIVA PALACIO,026,CHENALHO,0163,CAMPO LOS TOROS,CAMPO LOS TOROS,0,004,16,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1500M,AGUSTIN MELGAR,093,TENEJAPA,0062,LA LIBERTAD,LA LIBERTAD,0,005,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1501L,GREGORIO TORRES QUINTERO,023,CHAMULA,0076,YOLONAN,YOLONAN,0,048,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1502K,CUAUHTEMOC,023,CHAMULA,0003,ARVENZA DOS,ARVENZA DOS,0,050,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1503J,MARIA MONTESSORI,023,CHAMULA,0152,UKUMTIC,UKUMTIC,0,050,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1504I,JUAN ESCUTIA,066,PANTELHO,0187,SAN JOSE BUENAVISTA TERCERO,SAN JOSE BUENAVISTA TERCERO,0,009,16,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VIII,07DCC1505H,MELCHOR OCAMPO,005,AMATAN,0001,AMATAN,AVENIDA PRINCIPAL BARRIO PALO AMARILLO,0,404,04,003,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1506G,ROSARIO CASTELLANOS FIGUEROA,065,PALENQUE,0083,ALVARO OBREGON,ALVARO OBREGON,0,091,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1507F,SOR JUANA INES DE LA CRUZ,065,PALENQUE,0132,SAN MATEO,EJIDO SAN MATEO FILADELFIA,0,091,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1508E,JUAN DE LA BARRERA,065,PALENQUE,0188,ADOLFO LOPEZ MATEOS,EJIDO LOPEZ MATEOS,0,091,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1509D,JOSE VASCONCELOS CALDERON,065,PALENQUE,0314,NUEVA ESPERANZA,COLONIA NUEVA ESPERANZA  PAKAL-NA,0,091,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VIII,07DCC1510T,JUAN DE LA BARRERA,043,IXTACOMITAN,0062,LA PROVIDENCIA,LA PROVIDENCIA,0,402,04,003,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1511S,GABRIELA MISTRAL,077,SALTO DE AGUA,0008,ARROYO AGUA AZUL (MIRAFLORES),MIGUEL PEREZ MENDEZ,0,082,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1512R,AQUILES SERDAN,077,SALTO DE AGUA,0047,JOSE MARIA MORELOS Y PAVON,COLONIA JOSE MARIA MORELOS Y PAVON,0,082,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1513Q,LEONA VICARIO,077,SALTO DE AGUA,0447,JOSE MARIA PINO SUAREZ,JOSE MARIA PINO SUAREZ,0,082,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1514P,IGNACIO MANUEL ALTAMIRANO,096,TILA,0122,LIBERTAD JOLNISHTIE 2DA. SECCION,LIBERTAD-JOLNISHTIE 2DA. SECCIñN,0,152,11,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1515O,DIEGO MONTEMAYOR,031,CHILON,0467,SACUN GUADALUPE (BAXAC),SACJUN GUADALUPE BACHAC (SACUN GUADALUPE),0,110,01,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1516N,MARGARITA MAZA DE JUAREZ,065,PALENQUE,0001,PALENQUE,COLONIA PARAISO DE JUAREZ,0,091,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VIII,07DCC1517M,RUBEN DARIO,042,IXHUATAN,0037,EL CIMIENTO,EL CIMIENTO,0,403,04,003,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1518L,CARMEN SERDAN ALATRISTE,077,SALTO DE AGUA,0380,INDEPENDENCIA,LA INDEPENDENCIA,0,082,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VIII,07DCC1519K,EMILIANO ZAPATA SALAZAR,025,CHAPULTENANGO,0001,CHAPULTENANGO,BARRIO LA ASUNCION,0,406,04,003,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION VIII,07DCC1520Z,ROSARIO CASTELLANOS FIGUEROA,088,SUNUAPA,0006,SAN PEDRO,SAN PEDRO,0,407,04,003,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION V,07DCC1521Z,PEDRO MORENO,023,CHAMULA,0082,NICHEN,NICHEN,0,050,10,004,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1522Y,MARGARITA MAZA DE JUAREZ,077,SALTO DE AGUA,0236,DOS RIOS,DOS RIOS,0,082,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1524W,JOSE MARTI,059,OCOSINGO,0902,EL PROGRESO,EL PROGRESO,0,714,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1525V,AGUSTIN MELGAR,059,OCOSINGO,1504,TZACBATUL,TZACBATUL,0,703,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1526U,JUAN ALDAMA,059,OCOSINGO,0031,SANTA MARIA DE LAS FLORES,SANTA MARIA LAS FLORES,0,706,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1527T,VENUSTIANO CARRANZA,096,TILA,0010,CANTIOC,CANTIOC,0,157,11,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1528S,BANDERA DE MEXICO,096,TILA,0001,TILA,BARRIO SANTA LUCIA,0,053,11,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIV,07DCC1529R,ANTONIO VIVALDI,096,TILA,0001,TILA,BARRIO CONCEPCION,0,053,11,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1530G,MIGUEL HIDALGO Y COSTILLA,004,ALTAMIRANO,0181,NUEVA GALILEA,NUEVA GALILEA,0,716,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1531F,JOSEFA ORTIZ DE DOMINGUEZ,052,LAS MARGARITAS,0055,LA LIBERTAD,LA LIBERTAD,0,511,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1532E,SIMON BOLIVAR,052,LAS MARGARITAS,0290,IGNACIO ZARAGOZA,ZARAGOZA,0,509,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1533D,JUAN ESCUTIA,115,MARAVILLA TENEJAPA,0047,ZACUALTIPAN,ZACUALTIPAN,0,506,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XII,07DCC1534C,JESUS FLORES MAGON,059,OCOSINGO,1035,NUEVA PROVIDENCIA,NUEVA PROVIDENCIA,0,706,07,002,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1536A,JAIME NUNO,065,PALENQUE,1145,CUAUHTEMOC CARDENAS,CUAUHTEMOC CARDENAS,0,091,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1537Z,PONCIANO ARRIAGA,065,PALENQUE,0138,SANTA CRUZ,SANTA CRUZ,0,091,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XIII,07DCC1538Z,ROSAURA ZAPATA CANO,065,PALENQUE,0268,EL ROBLE,EL ROBLE,0,091,09,008,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1539Y,ROSARIO CASTELLANOS FIGUEROA,034,FRONTERA COMALAPA,0046,NUEVA REVOLUCION,NUEVA REVOLUCION ZAPATISTA,0,607,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1540N,OCTAVIO PAZ LOZANO,006,AMATENANGO DE LA FRONTERA,0042,PLAN GRANDE,PLAN GRANDE,0,607,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1543K,JUVENTINO ROSAS,057,MOTOZINTLA,0246,BOQUERON BUENAVISTA,BOQUERON BUENAVISTA,0,605,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XI,07DCC1545I,MANUEL ACU„A,070,EL PORVENIR,0034,MOJON,MOJON,0,601,06,001,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION X,07DCC1546H,LEONA VICARIO,102,TUXTLA CHICO,0013,2DA. SECCION DE MEDIO MONTE,EL NARANJAL (FUSIONADA),0,069,14,005,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION X,07DCC1548F,AMALIA DE CASTILLO LEDON,015,CACAHOATAN,0128,MIRAMAR,BARRIO MIRAMAR,0,069,14,005,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
REGION XV,07DCC1549E,AQUILES SERDAN,052,LAS MARGARITAS,0030,DIEZ DE ABRIL,DIEZ DE ABRIL,0,508,05,006,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO
